20601756,23594635,MT3
8001867,23594635,MT3
15537156,23594635,MT3
20619879,23594635,MT3
16499420,23594635,MT3
20601755,23594635,MT3
11145818,23594635,MT3
9871231,23594635,MT3
21461424,23594635,MT3
22690093,23594635,MT3
10893111,23594635,MT3
20368648,23594635,MT3
8121403,23594635,MT3
6150059,23594635,MT3
11050195,23594635,MT3
11717079,23594635,MT3
9525318,23594635,MT3
15767189,23594635,MT3
16704464,23594635,MT3
16797428,23594635,MT3
20601757,23594635,MT3
6226270,23594635,MT3
17981986,23594635,MT3
19319640,23594635,MT3
17385831,23053699,MT3
3422759,17385831,MT3
7263928,17385831,MT3
7187036,17385831,MT3
14588787,17385831,MT3
3578392,17385831,MT3
9766481,17385831,MT3
17385831,22306604,MT3
8979065,17385831,MT3
17212288,17385831,MT3
4382405,17385831,MT3
8258909,17385831,MT3
16540473,17385831,MT3
17385831,21967215,MT3
17385831,22271237,MT3
15612870,17385831,MT3
1613935,17385831,MT3
16845107,17385831,MT3
4684601,17385831,MT3
5540239,17385831,MT3
8069594,17385831,MT3
3597316,17385831,MT3
4336715,17385831,MT3
10697587,17385831,MT3
657801,17385831,MT3
12903179,17385831,MT3
17385831,18648407,MT3
14502142,17385831,MT3
12524506,17385831,MT3
266990,17385831,MT3
7309170,17385831,MT3
11036037,17385831,MT3
11457386,17385831,MT3
6865572,17385831,MT3
10658266,17385831,MT3
14896033,17385831,MT3
13924908,17385831,MT3
17079357,17385831,MT3
17385831,22301096,MT3
14808281,17385831,MT3
8117216,17385831,MT3
13339653,17385831,MT3
10348730,17385831,MT3
5467907,17385831,MT3
1955681,17385831,MT3
13289545,17385831,MT3
228212,17385831,MT3
2857623,17385831,MT3
17385831,18583832,MT3
17385831,19849797,MT3
7187035,17385831,MT3
3660402,17385831,MT3
17385831,22261730,MT3
13111022,17385831,MT3
17385831,21177597,MT3
17385831,20692111,MT3
6305269,17385831,MT3
6171420,17385831,MT3
7034031,17385831,MT3
9430039,17385831,MT3
17385831,22177057,MT3
17385831,22403259,MT3
17385831,18536907,MT3
17385831,22998998,MT3
11986970,17385831,MT3
5237257,17385831,MT3
10067028,17385831,MT3
5138455,17385831,MT3
14711051,17385831,MT3
17385831,19926877,MT3
14974844,17385831,MT3
11517213,17385831,MT3
4385640,17385831,MT3
11952735,17385831,MT3
17385831,20103762,MT3
1799460,17385831,MT3
17385831,18153746,MT3
14770723,17385831,MT3
17296395,17385831,MT3
17385831,20886787,MT3
11519124,17385831,MT3
17385831,17415423,MT3
